station,depth,kpa,vwc
arskeogh,-200,7.769620887063448,0.37189999999999995
arskeogh,-200,8.192186453247528,0.3682
arskeogh,-200,8.697607961156478,0.3643
arskeogh,-200,9.276834915350912,0.36
arskeogh,-200,9.917445629999003,0.3554
arskeogh,-200,10.577909041468908,0.3508
arskeogh,-200,11.334433746981365,0.34630000000000005
arskeogh,-200,12.145064573827145,0.3421
arskeogh,-200,12.95387876653505,0.33799999999999997
arskeogh,-200,13.816556847273283,0.33390000000000003
arskeogh,-200,14.736685942059044,0.3299
arskeogh,-200,15.645873992516982,0.326
arskeogh,-200,16.61115490634636,0.3221
arskeogh,-200,17.595427714044376,0.3181
arskeogh,-200,18.68098743101222,0.314
arskeogh,-200,19.787905526289823,0.3099
arskeogh,-200,21.154356952477123,0.3055
arskeogh,-200,22.824424094754978,0.3006
arskeogh,-200,24.740007573338975,0.2954
arskeogh,-200,26.8163600618305,0.2902
arskeogh,-200,29.268457048215296,0.2851
arskeogh,-200,31.944774608040063,0.2801
arskeogh,-200,34.70562167484653,0.2756
arskeogh,-200,37.70507667111309,0.2712
arskeogh,-200,40.96376143594331,0.2667
arskeogh,-200,44.401723519962836,0.2623
arskeogh,-200,48.12822315221597,0.25780000000000003
arskeogh,-200,51.80835801717454,0.2534
arskeogh,-200,55.513655788064064,0.2489
arskeogh,-200,59.483953881226014,0.2443
arskeogh,-200,64.03240712230121,0.23879999999999998
arskeogh,-200,69.08755578109282,0.23309999999999997
arskeogh,-200,74.54179185688054,0.228
arskeogh,-200,80.24164589556759,0.2234
arskeogh,-200,85.98047266114067,0.2193
arskeogh,-200,91.70643864191686,0.2155
arskeogh,-200,502.80527842290667,0.17170000000000002
arskeogh,-200,235.17969794308723,0.1635
arskeogh,-200,5387.655626055145,0.1
arskeogh,-200,66282.64464627273,0.0451
arskeogh,-500,1.3595645381096944,0.45439999999999997
arskeogh,-500,1.8724051554570957,0.4526
arskeogh,-500,2.423258965702088,0.4506
arskeogh,-500,2.5727632778278844,0.4489
arskeogh,-500,2.4740007573338962,0.4473
arskeogh,-500,2.5491760423188943,0.44549999999999995
arskeogh,-500,2.644842580828354,0.44409999999999994
arskeogh,-500,2.7440993329748653,0.44229999999999997
arskeogh,-500,2.9403554107722076,0.44
arskeogh,-500,3.187130366523866,0.4376
arskeogh,-500,3.4308349708662482,0.43520000000000003
arskeogh,-500,3.5760190875059594,0.43320000000000003
arskeogh,-500,3.6425022460507117,0.4318
arskeogh,-500,3.7531837580080656,0.43060000000000004
arskeogh,-500,3.876143334001254,0.4294
arskeogh,-500,4.02160885280987,0.42810000000000004
arskeogh,-500,4.172533462095521,0.4268
arskeogh,-500,4.319165328495619,0.4254
arskeogh,-500,4.460667256373024,0.4241
arskeogh,-500,4.58563864007057,0.4227
arskeogh,-500,4.714111259311063,0.4214
arskeogh,-500,4.8797753429307456,0.42
arskeogh,-500,5.051261221389769,0.41850000000000004
arskeogh,-500,5.2167476398705315,0.4171
arskeogh,-500,5.400075454954936,0.4156
arskeogh,-500,5.576989518076876,0.414
arskeogh,-500,5.759699534605653,0.4122
arskeogh,-500,5.9483953881226,0.4104
arskeogh,-500,6.14327318306211,0.40840000000000004
arskeogh,-500,6.418001706541912,0.40630000000000005
arskeogh,-500,6.705016149817934,0.4035
arskeogh,-500,6.9566447839547925,0.4008
arskeogh,-500,7.201116354481521,0.39840000000000003
arskeogh,-500,7.523151856488421,0.3956
arskeogh,-500,7.859588856741951,0.39270000000000005
arskeogh,-500,8.211071393400811,0.3896
arskeogh,-500,8.617867812067493,0.3862
arskeogh,-500,8.941282738783428,0.3832
arskeogh,-500,9.191784381626277,0.38060000000000005
arskeogh,-500,9.53673748800946,0.3778
arskeogh,-500,9.940307703300775,0.375
arskeogh,-500,10.337126435208424,0.37229999999999996
arskeogh,-500,10.749786236697894,0.3696
arskeogh,-500,11.17891948589381,0.36700000000000005
arskeogh,-500,11.571770937762055,0.3643
arskeogh,-500,11.978428040832082,0.3616
arskeogh,-500,12.42795946919457,0.359
arskeogh,-500,12.894361099923911,0.3563
arskeogh,-500,13.37826604498945,0.35359999999999997
arskeogh,-500,13.91232864401071,0.3508
arskeogh,-500,14.401238016116334,0.348
arskeogh,-500,14.907328722867604,0.3452
arskeogh,-500,15.431204553590389,0.34240000000000004
arskeogh,-500,15.973490516075717,0.3397
arskeogh,-500,16.496804520298696,0.3369
arskeogh,-500,16.998078409354285,0.3342
arskeogh,-500,17.51458406717696,0.33140000000000003
arskeogh,-500,18.130084499785074,0.3283
arskeogh,-500,18.810477849708715,0.3246
arskeogh,-500,19.5164052841881,0.3208
arskeogh,-500,20.295503419520017,0.3171
arskeogh,-500,21.154356952477123,0.3132
arskeogh,-500,22.151331080597828,0.3091
arskeogh,-500,23.141943462554686,0.3049
arskeogh,-500,24.288451545424376,0.3005
arskeogh,-500,25.433131001164853,0.2961
arskeogh,-500,26.754684145176867,0.2919
arskeogh,-500,28.20978837976147,0.2879
arskeogh,-500,29.675621844130443,0.2841
arskeogh,-500,31.289586814713346,0.2802
arskeogh,-500,32.83974893704192,0.27649999999999997
arskeogh,-500,34.38743862280078,0.273
arskeogh,-500,36.008068676282804,0.26940000000000003
arskeogh,-500,37.61835740120381,0.2658
arskeogh,-500,39.30065859091206,0.262
arskeogh,-500,41.15284156774586,0.2581
arskeogh,-500,43.09231523900238,0.25420000000000004
arskeogh,-500,45.331472686202,0.2501
arskeogh,-500,47.79691079444966,0.2455
arskeogh,-500,50.745767838290945,0.2408
arskeogh,-500,53.876556260551446,0.23600000000000002
arskeogh,-500,57.33236119063535,0.23129999999999998
arskeogh,-500,61.15047406690384,0.22699999999999998
arskeogh,-500,65.2228584511511,0.2229
arskeogh,-500,69.24681904538846,0.2189
arskeogh,-500,73.51904013063293,0.215
arskeogh,-500,77.87531712983149,0.2113
arskeogh,-500,1262.9897565618971,0.1359
arskeogh,-500,778.753171298315,0.1435
arskeogh,-500,6477.386745172514,0.0888
arskeogh,-500,57729.77013290083,0.043
arskeose,-100,1.0651231604088878,0.5775
arskeose,-100,1.2485324323692761,0.5767
arskeose,-100,1.3816556847273282,0.5759000000000001
arskeose,-100,1.4302100590934788,0.5751
arskeose,-100,1.5754326009930169,0.5743
arskeose,-100,1.838229909870018,0.5734
arskeose,-100,2.072048078271222,0.5725
arskeose,-100,2.3463879964758703,0.5715
arskeose,-100,2.5786941097013543,0.5705
arskeose,-100,2.7377880796444485,0.5694
arskeose,-100,3.0227332845581913,0.5684
arskeose,-100,3.329659535200082,0.5672999999999999
arskeose,-100,3.5026748838424395,0.5661999999999999
arskeose,-100,3.7531837580080656,0.5650999999999999
arskeose,-100,4.105819265861945,0.5639
arskeose,-100,4.259904158544818,0.5628
arskeose,-100,4.429960238969827,0.5617
arskeose,-100,4.757730393746284,0.5607
arskeose,-100,5.028052784229067,0.5596
arskeose,-100,5.2167476398705315,0.5583
arskeose,-100,4.7467879174911705,0.557
arskeose,-100,3.584262662873773,0.5558
arskeose,-100,3.3220015307764954,0.5546
arskeose,-100,4.162936901434439,0.5531
arskeose,-100,4.681659545663636,0.5517
arskeose,-100,5.0745767838290945,0.5504
arskeose,-100,5.5898458066739956,0.5489999999999999
arskeose,-100,5.907446922297626,0.5476
arskeose,-100,6.03114581088106,0.546
arskeose,-100,6.157434890326647,0.5447
arskeose,-100,6.403240712230121,0.5433
arskeose,-100,6.628264464627273,0.5417000000000001
arskeose,-100,6.861196039237975,0.5401
arskeose,-100,7.069681168459801,0.5388000000000001
arskeose,-100,7.267747463734488,0.5372
arskeose,-100,7.4199303433428865,0.5355
arskeose,-100,7.610265849300898,0.5339
arskeose,-100,7.877707080251151,0.5324
arskeose,-100,8.13579183837669,0.5306000000000001
arskeose,-100,8.383006989065523,0.5289
arskeose,-100,8.55854282733443,0.5273
arskeose,-100,8.81860374049054,0.5255
arskeose,-100,9.107513595881729,0.5236999999999999
arskeose,-100,9.384255600929851,0.5218
arskeose,-100,9.69169700644058,0.5196000000000001
arskeose,-100,9.940307703300775,0.5169
arskeose,-100,10.195295743422147,0.5143
arskeose,-100,10.505091227819667,0.5115
arskeose,-100,10.949639684123149,0.508
arskeose,-100,11.518603479799305,0.5036999999999999
arskeose,-100,12.201123644817507,0.49920000000000003
arskeose,-100,12.98374054112416,0.49450000000000005
arskeose,-100,13.91232864401071,0.48950000000000005
arskeose,-100,15.010661389039512,0.4844
arskeose,-100,16.270459876838835,0.4792
arskeose,-100,17.717393392263993,0.4739
arskeose,-100,19.293002840263185,0.46869999999999995
arskeose,-100,21.154356952477123,0.46340000000000003
arskeose,-100,23.195291151821163,0.4579
arskeose,-100,25.433131001164853,0.4524
arskeose,-100,27.886873602430555,0.4468
arskeose,-100,30.577348863666067,0.4411
arskeose,-100,33.37335193147067,0.43520000000000003
arskeose,-100,36.4250224605071,0.4293
arskeose,-100,39.4820621887705,0.42369999999999997
arskeose,-100,42.30579184585932,0.41869999999999996
arskeose,-100,44.70950156385255,0.4143
arskeose,-100,46.81659545663634,0.4102
arskeose,-100,49.136003296791415,0.4061
arskeose,-100,50.97999966014864,0.40240000000000004
arskeose,-100,53.137342196237626,0.39890000000000003
arskeose,-100,55.13150246964206,0.3956
arskeose,-100,56.676083078991965,0.3926
arskeose,-100,58.66780343728626,0.3897
arskeose,-100,60.311458108810626,0.38689999999999997
arskeose,-100,61.57434890326647,0.38409999999999994
arskeose,-100,418.2152145113652,0.0466
arskeose,-100,10032.284238046605,0.1234
arskeose,-100,50280.52784229067,0.0176
arskeose,-100,195613.9524479293,0.0125
arskeose,-200,1.0195295743422148,0.6071
arskeose,-200,1.186860915245571,0.6058
arskeose,-200,1.4302100590934788,0.6043999999999999
arskeose,-200,1.7037263026954659,0.603
arskeose,-200,1.7717393392263987,0.6013000000000001
arskeose,-200,1.902829291757626,0.5995
arskeose,-200,2.194824645655235,0.5978
arskeose,-200,2.428845154542436,0.596
arskeose,-200,2.4569698559138375,0.5942000000000001
arskeose,-200,2.543313100116484,0.5922999999999999
arskeose,-200,2.8080176175554716,0.5903
arskeose,-200,2.886687876273296,0.5882999999999999
arskeose,-200,2.995020699230896,0.5863
arskeose,-200,3.1434012985347706,0.5842
arskeose,-200,3.268886399639558,0.5821000000000001
arskeose,-200,3.3837621503515316,0.5799
arskeose,-200,3.4308349708662482,0.5775
arskeose,-200,3.5432339474471894,0.5752
arskeose,-200,3.7445516749024184,0.5729
arskeose,-200,3.876143334001254,0.5706
arskeose,-200,4.012359409117755,0.5683
arskeose,-200,4.14380994378042,0.5659000000000001
arskeose,-200,4.279566982746724,0.5636
arskeose,-200,4.409606420522431,0.5614
arskeose,-200,4.543597252316548,0.5590999999999999
arskeose,-200,4.670892027504075,0.5567
arskeose,-200,4.779691079444963,0.5544
arskeose,-200,4.902299362519398,0.5521
arskeose,-200,5.039643642964962,0.5498
arskeose,-200,5.051261221389769,0.5475
arskeose,-200,5.109752069657652,0.5451
arskeose,-200,5.180835801717456,0.5428000000000001
arskeose,-200,5.375264361969156,0.5404
arskeose,-200,5.720050041899459,0.5379
arskeose,-200,5.866780343728623,0.5353
arskeose,-200,6.017274560439159,0.5328
arskeose,-200,6.214408933891442,0.5304
arskeose,-200,6.388513667263164,0.5279
arskeose,-200,6.5674961707502595,0.5253
arskeose,-200,6.751493101414472,0.5222
arskeose,-200,6.9566447839547925,0.5193
arskeose,-200,7.1680302302295855,0.5165
arskeose,-200,7.385838860134485,0.5136
arskeose,-200,7.645393240424103,0.5108
arskeose,-200,7.914068924008219,0.5078
arskeose,-200,8.173344947251316,0.5047
arskeose,-200,8.460573997715393,0.5017
arskeose,-200,8.737754295428878,0.4987
arskeose,-200,9.044817913281994,0.4955
arskeose,-200,9.34113886297698,0.49229999999999996
arskeose,-200,9.64716770354053,0.4892
arskeose,-200,9.98619007896193,0.48590000000000005
arskeose,-200,10.337126435208424,0.4826
arskeose,-200,10.700395455379962,0.4793
arskeose,-200,11.07643053600782,0.4758
arskeose,-200,11.465680304116384,0.4722
arskeose,-200,11.868609152455715,0.46880000000000005
arskeose,-200,12.314019251910544,0.465
arskeose,-200,12.805596942469037,0.4608
arskeose,-200,13.31679849595249,0.4569
arskeose,-200,13.848407300223077,0.4532
arskeose,-200,14.434436298359994,0.4493
arskeose,-200,15.04526453724798,0.44549999999999995
arskeose,-200,15.681941457006566,0.44170000000000004
arskeose,-200,16.34556090736336,0.43799999999999994
arskeose,-200,17.03726302695467,0.4343
arskeose,-200,17.840204496176298,0.4304
arskeose,-200,18.68098743101222,0.4264
arskeose,-200,19.561395244792926,0.4224
arskeose,-200,20.48329540052979,0.41840000000000005
arskeose,-200,21.547645811615936,0.4143
arskeose,-200,22.66730186446661,0.4102
arskeose,-200,23.90010606243875,0.40630000000000005
arskeose,-200,25.25805055884878,0.4023
arskeose,-200,26.69315007919522,0.3972
arskeose,-200,28.20978837976147,0.3909
arskeose,-200,30.2970140442509,0.3839
arskeose,-200,33.14361139274329,0.3762
arskeose,-200,36.84680434200435,0.3677
arskeose,-200,41.05819265861944,0.3591
arskeose,-200,45.540713257132275,0.35100000000000003
arskeose,-200,49.93439912325443,0.34340000000000004
arskeose,-200,54.250010707425155,0.33649999999999997
arskeose,-200,58.53287123370948,0.3306
arskeose,-200,62.71910151790669,0.3256
arskeose,-200,65.97810355728603,0.32049999999999995
arskeose,-200,155.38168553540334,0.1843
arskeose,-200,339.9380886789526,0.1458
arskeose,-200,5028.052784229067,0.0959
arskeose,-200,170372.6302695467,0.0342
arskeose,-500,1.2427959469194563,0.5085000000000001
arskeose,-500,1.634556090736336,0.5073
arskeose,-500,2.1008731383529984,0.506
arskeose,-500,2.5374636423069528,0.5047999999999999
arskeose,-500,2.8602225627462428,0.5034000000000001
arskeose,-500,3.157910579689642,0.5019
arskeose,-500,3.4785626395448577,0.5004
arskeose,-500,3.787911539745776,0.4989
arskeose,-500,3.90301147601468,0.4974
arskeose,-500,4.030879618671787,0.49579999999999996
arskeose,-500,4.259904158544818,0.49420000000000003
arskeose,-500,4.309231523900241,0.4925
arskeose,-500,4.429960238969827,0.4907
arskeose,-500,4.58563864007057,0.4888
arskeose,-500,4.714111259311063,0.48700000000000004
arskeose,-500,4.891024386862864,0.4852
arskeose,-500,5.121531264697253,0.4832
arskeose,-500,5.362901596999722,0.48119999999999996
arskeose,-500,5.551365578806403,0.4792
arskeose,-500,5.772977013290088,0.4765
arskeose,-500,6.072951716439034,0.4739
arskeose,-500,6.3738204935597125,0.4719
arskeose,-500,6.658859143305731,0.46990000000000004
arskeose,-500,6.940644944942529,0.4677
arskeose,-500,7.217716642105255,0.4657
arskeose,-500,7.505849087365257,0.4639
arskeose,-500,7.787531712983151,0.4621
arskeose,-500,8.061202450461483,0.4604
arskeose,-500,8.325298774865823,0.4585
arskeose,-500,8.637734049098178,0.45649999999999996
arskeose,-500,8.96189452421814,0.4546
arskeose,-500,9.276834915350912,0.4525
arskeose,-500,9.624979833529258,0.45020000000000004
arskeose,-500,9.98619007896193,0.44780000000000003
arskeose,-500,10.360955972682925,0.4448
arskeose,-500,10.725062414432294,0.442
arskeose,-500,11.127557016395249,0.4396
arskeose,-500,11.518603479799305,0.4372
arskeose,-500,11.923392163199686,0.43479999999999996
arskeose,-500,12.342405997982034,0.43229999999999996
arskeose,-500,12.776144886787254,0.42969999999999997
arskeose,-500,13.255613364649768,0.42719999999999997
arskeose,-500,13.721444338947233,0.42460000000000003
arskeose,-500,14.203645622987862,0.4219
arskeose,-500,14.736685942059044,0.4191
arskeose,-500,15.324976888636803,0.41619999999999996
arskeose,-500,15.973490516075717,0.413
arskeose,-500,16.649447573154355,0.4096
arskeose,-500,17.354009395268843,0.4067
arskeose,-500,18.04678432812702,0.4022
arskeose,-500,18.724051554570966,0.3983
arskeose,-500,19.5164052841881,0.3954
arskeose,-500,20.38918320689898,0.3917
arskeose,-500,21.399312861205896,0.38799999999999996
arskeose,-500,22.459486791840906,0.38380000000000003
arskeose,-500,23.517969794308723,0.37979999999999997
arskeose,-500,24.68310713489073,0.3762
arskeose,-500,26.02554472525038,0.3726
arskeose,-500,27.377880796444504,0.3689
arskeose,-500,28.800486783936577,0.3654
arskeose,-500,30.36685587467236,0.3617
arskeose,-500,32.018414918856436,0.35810000000000003
arskeose,-500,33.8376215035153,0.35450000000000004
arskeose,-500,35.842626628737754,0.3508
arskeose,-500,37.96643577662914,0.3472
arskeose,-500,40.308796186717856,0.34369999999999995
arskeose,-500,42.89432403512276,0.34009999999999996
arskeose,-500,45.75091963865575,0.33659999999999995
arskeose,-500,49.022993625193955,0.33299999999999996
arskeose,-500,53.01512970054715,0.3285
arskeose,-500,57.862850997239626,0.3234
arskeose,-500,63.00859973696269,0.3188
arskeose,-500,68.92865881214053,0.3145
arskeose,-500,76.45393240424103,0.31010000000000004
arskeose,-500,85.19219894963744,0.30579999999999996
arskeose,-500,94.92920159424015,0.3017
arskeose,-500,1074.9786236697894,0.12359999999999999
arskeose,-500,1178.6906221739343,0.1243
arskeose,-500,4182.152145113653,0.0874
arskeose,-500,112564.08053890997,-0.0098
arskeosw,-100,1.2342405997982036,0.486
arskeosw,-100,1.6881064460647124,0.485
arskeosw,-100,2.024882505696597,0.484
arskeosw,-100,2.445681104846034,0.483
arskeosw,-100,3.0931417876221836,0.4817
arskeosw,-100,3.650899080927142,0.4804
arskeosw,-100,4.182152145113653,0.47909999999999997
arskeosw,-100,4.660149273949072,0.4779
arskeosw,-100,4.8797753429307456,0.47659999999999997
arskeosw,-100,5.0745767838290945,0.4752
arskeosw,-100,5.412523914517229,0.47369999999999995
arskeosw,-100,5.437506989783438,0.47200000000000003
arskeosw,-100,5.32598364208268,0.4704
arskeosw,-100,5.500470353259516,0.46869999999999995
arskeosw,-100,5.772977013290088,0.4669
arskeosw,-100,5.907446922297626,0.465
arskeosw,-100,6.058984315082507,0.4631
arskeosw,-100,6.115047406690384,0.46130000000000004
arskeosw,-100,6.257485158730869,0.4593
arskeosw,-100,6.5978103557286065,0.4573
arskeosw,-100,6.892865881214053,0.4551
arskeosw,-100,7.1680302302295855,0.45289999999999997
arskeosw,-100,7.351904013063292,0.4507
arskeosw,-100,7.575299853879432,0.4484
arskeosw,-100,7.823477326156632,0.446
arskeosw,-100,8.061202450461483,0.4435
arskeosw,-100,8.306151119025454,0.441
arskeosw,-100,8.519219894963745,0.4385
arskeosw,-100,8.757896899346033,0.43579999999999997
arskeosw,-100,8.96189452421814,0.43310000000000004
arskeosw,-100,9.191784381626277,0.4304
arskeosw,-100,9.405888544273854,0.4276
arskeosw,-100,9.624979833529258,0.42469999999999997
arskeosw,-100,9.87187910639024,0.4217
arskeosw,-100,10.10182471021192,0.41859999999999997
arskeosw,-100,10.360955972682925,0.4155
arskeosw,-100,10.626734451188273,0.4122
arskeosw,-100,10.849252784094768,0.409
arskeosw,-100,11.101964345446634,0.40549999999999997
arskeosw,-100,11.360562315246336,0.402
arskeosw,-100,11.598446624756516,0.39909999999999995
arskeosw,-100,11.868609152455715,0.3958
arskeosw,-100,12.145064573827145,0.392
arskeosw,-100,12.42795946919457,0.3884
arskeosw,-100,12.776144886787254,0.3845
arskeosw,-100,13.134085170842495,0.3803
arskeosw,-100,13.502053616607313,0.3761
arskeosw,-100,13.880331176049813,0.3722
arskeosw,-100,14.26920667237221,0.3682
arskeosw,-100,14.668977020533656,0.3642
arskeosw,-100,15.079947453951316,0.3602
arskeosw,-100,15.50243175755277,0.35619999999999996
arskeosw,-100,15.936752507357678,0.35229999999999995
arskeosw,-100,16.383241316771638,0.34850000000000003
arskeosw,-100,16.842239089780268,0.34490000000000004
arskeosw,-100,17.314096281236903,0.34130000000000005
arskeosw,-100,17.840204496176298,0.33759999999999996
arskeosw,-100,18.34002098397843,0.33409999999999995
arskeosw,-100,18.89730307049938,0.33049999999999996
arskeosw,-100,19.47151879762129,0.3268
arskeosw,-100,20.109433125740832,0.3231
arskeosw,-100,20.76824642400492,0.3193
arskeosw,-100,21.498087601474996,0.3154
arskeosw,-100,22.253576979253147,0.3116
arskeosw,-100,23.03561589066968,0.3077
arskeosw,-100,23.955201496999717,0.304
arskeosw,-100,24.854202259783406,0.3004
arskeosw,-100,25.786941097013546,0.29710000000000003
arskeosw,-100,26.87817815615572,0.2937
arskeosw,-100,28.015593562499475,0.2901
arskeosw,-100,29.33592780988421,0.2863
arskeosw,-100,30.718487493290056,0.2824
arskeosw,-100,32.31467766445663,0.2781
arskeosw,-100,34.07217269051037,0.2735
arskeosw,-100,35.92525241645425,0.26899999999999996
arskeosw,-100,37.79199584958546,0.2648
arskeosw,-100,39.7557387694494,0.2609
arskeosw,-100,41.7253346209552,0.2571
arskeosw,-100,43.792509034408134,0.2536
arskeosw,-100,45.856386400705695,0.2505
arskeosw,-100,47.907094053218984,0.24760000000000001
arskeosw,-100,50.04950980151044,0.245
arskeosw,-100,52.16747639870532,0.2426
arskeosw,-100,54.250010707425155,0.24059999999999998
arskeosw,-100,56.41568013109379,0.23879999999999998
arskeosw,-100,58.53287123370948,0.237
arskeosw,-100,60.72951716439031,0.235
arskeosw,-100,62.863683978937395,0.2329
arskeosw,-100,65.07285003940282,0.2309
arskeosw,-100,67.05016149817934,0.2289
arskeosw,-100,3727.347022750601,0.0859
arskeosw,-100,8154.546775516382,0.08
arskeosw,-100,132251.2629991817,0.0203
arskeosw,-100,178402.044961763,0.0105
arskeosw,-200,1.048093018845743,0.488
